year,company,facility,city,province,naics,amount
2021,Ovintiv Canada ULC,Cutbank Comp Stn A-038-I,Dawson Creek,British Columbia,211110,36.462
2020,Ovintiv Canada ULC,CUTBANK Compressor Station A-062-I/093-P-07 (F7483),,British Columbia,211110,16.656
2021,Ovintiv Canada ULC,Cutbank Comp Stn A-062-I,N/A,British Columbia,211110,17.586
2020,Ovintiv Canada ULC,CUTBANK Compressor Station B-100-B/093-P-08 (F7334),,British Columbia,211110,18.754
2021,Ovintiv Canada ULC,Cutbank Comp Stn B-100-B,Dawson Creek,British Columbia,211110,25.368
2020,Ovintiv Canada ULC,CUTBANK Compressor Station C-029-A/093-P-08 (F7277),,British Columbia,211110,19.793
2021,Ovintiv Canada ULC,Cutbank Comp Stn c-029-A,N/A,British Columbia,211110,19.678
2020,Ember Resources Inc.,Irricana Compressor Station 10-22,,Alberta,211110,26.41
2021,Ember Resources Inc.,Irricana Compressor Station 10-22,N/A,Alberta,211110,25.64
2020,Canadian Natural Resources Limited,Pesh Comp Stn a-009-L,,British Columbia,211110,36.098
2021,Canadian Natural Resources Limited,Pesh Comp Stn a-009-L,N/A,British Columbia,211110,34.99005
2020,Veresen Midstream General Partner Inc.,Steeprock Sour Gas Plant,,British Columbia,211110,19.584
2020,IPC Canada Ltd.,Suffield E Comp Stn 04-03,,Alberta,211110,212.399
2021,IPC Canada Ltd.,Suffield E Comp Stn 04-03,na,Alberta,211110,191.49925
2020,IPC Canada Ltd.,Suffield Koomati River Booster 12-24,,Alberta,211110,53.775
2021,IPC Canada Ltd.,Suffield Koomati River Booster 12-24,na,Alberta,211110,54.77649
2020,Ember Resources Inc.,Three Hills Comp Stn 05-12,,Alberta,211110,54.37
2021,Ember Resources Inc.,Three Hills Comp Stn 05-12,N/A,Alberta,211110,99.77
2021,Torxen Energy Ltd.,Tide Lake Comp Stn 01-04-018-11W4,N/A,Alberta,211110,22.31385
2020,Torxen Energy Ltd.,Wintering Hills Comp Stn 06-04-026-17W4,,Alberta,211110,54.283
2021,Torxen Energy Ltd.,Wintering Hills Gas Gathering 06-04-026-17W4,N/A,Alberta,211110,17.55468
2021,Simplot Canada (II) Ltd.,Portage la Prairie,Portage La Prairie,Manitoba,311410,32.427
2020,Journey Energy Inc.,11-20-019-12 W4M,,Alberta,211110,12.3237
2020,Abbey Resources,Cramersburg Comp Station 13-18,,Saskatchewan,211110,23.876
2021,Abbey Resources,Cramersburg Comp Station 13-18,N/A,Saskatchewan,211110,9.198
2020,Abbey Resources,Lacadena Comp Station 04-10,,Saskatchewan,211110,34.5232
2021,Abbey Resources,Lacadena Comp Station 04-10,N/A,Saskatchewan,211110,13.14
2020,Abbey Resources,Miry Creek Comp Station 16-24,,Saskatchewan,211110,15.076
2021,Abbey Resources,Miry Creek Comp Station 16-24,N/A,Saskatchewan,211110,10.6434
2020,Abbey Resources,Snipe Lake Comp Station 13-21,,Saskatchewan,211110,23.433
2021,Abbey Resources,Snipe Lake Comp Station 13-21,N/A,Saskatchewan,211110,7.096
2020,Vesta Energy Ltd.,Vesta Joffre 06-17-040-27W4 Gas Plant,,Alberta,211110,71.878
2021,Vesta Energy Ltd.,Joffre North Sweet Gas Plant 06-17-040-27W4,N/A,Alberta,211110,26.81877
2020,Husky Oil Operations Limited,Lloydminster Ethanol Plant,LLOYDMINSTER,Saskatchewan,325190,28.491726
2021,Husky Oil Operations Limited,Lloydminster Ethanol Plant,Lloydminster,Saskatchewan,325190,22.32023
2020,Husky Oil Operations Limited,Tucker Thermal,BONNEVILLE,Alberta,211141,422.05234
2021,Husky Oil Operations Limited,Tucker Thermal,Bonneville,Alberta,211141,464.344
2020,Trans Mountain Canada Inc.,Westridge Terminal,BURNABY,British Columbia,486110,48.0726
2021,Trans Mountain Canada Inc.,Westridge Terminal,Burnaby,British Columbia,486110,62.5001
2020,Crescent Point Energy Corp.,Battle Creek Oil MWB 15-33,,Saskatchewan,211110,0.375
2020,Crescent Point Energy Corp.,Huntoon Oil MWB 02-18,,Saskatchewan,211110,1.962
2021,Crescent Point Energy Corp.,Huntoon Oil MWB 02-18,N/A,Saskatchewan,211110,0.22663
2020,Steel Reef Infrastructure Corp.,Viewfield Sour Gas Plant 13-05,STOUGHTON,Saskatchewan,211110,85.706
2021,Steel Reef Infrastructure Corp.,Viewfield Sour Gas Plant 13-05,Stoughton,Saskatchewan,211110,85.5136
2020,Crescent Point Energy Corp.,Viewfield Oil MWB 03-20,,Saskatchewan,211110,15.757
2021,Crescent Point Energy Corp.,Viewfield Oil MWB 03-20,N/A,Saskatchewan,211110,8.6226
2020,Crescent Point Energy Corp.,Viewfield Oil MWB 05-23,,Saskatchewan,211110,4.281
2021,Crescent Point Energy Corp.,Viewfield Oil MWB 05-23,N/A,Saskatchewan,211110,4.70961
2020,Crescent Point Energy Corp.,Viewfield Oil MWB 05-05,,Saskatchewan,211110,1.8279999999999998
2021,Crescent Point Energy Corp.,Viewfield Oil MWB 05-05,N/A,Saskatchewan,211110,1.49973
2021,Paramount Resources Ltd.,Fir Gas Battery 08-28-059-20W5,Fox Creek,Alberta,211110,65.60194
2020,Canadian Natural Resources Limited,Mistahae Compressor Station 06-07-078-01W5,,Alberta,211110,22.486
2021,Canadian Natural Resources Limited,Mistahae Compressor Station 06-07-078-01W5,N/A,Alberta,211110,22.42478
2020,Conifer Energy Inc.,Carson Creek GP 4-23,N/A,Alberta,211110,103.131
2021,Conifer Energy Inc.,Carson Creek GP 4-23,N/A,Alberta,211110,97.51729
2020,Canadian Natural Resources Limited,Bear Canyon Compressor Station 10-04-084-10W6,,Alberta,211110,16.514
2020,NAL Resources Management,Olds 16-33-030-01W5,CALGARY,Alberta,211110,170.944
2021,Whitecap Resources Inc.,Olds 16-33-030-01W5 MWB,N/A,Alberta,211110,23.97259
2021,Whitecap Resources Inc.,Olds 16-33-030-01W5 MWB,N/A,Alberta,211110,23.97259
2020,Pine Cliff Energy Ltd.,Twining GP 4-33,THREE HILLS,Alberta,211110,20.4834
2020,Canlin Energy Corporation,8-11 GAS INJECTION FACILITY,,Alberta,211110,130.227
2021,Canlin Energy Corporation,8-11 GAS INJECTION FACILITY,na,Alberta,211110,28.893
2020,Canlin Energy Corporation,Gilby 2-27 Gas Plant,,Alberta,211110,8.233
2021,Canlin Energy Corporation,Gilby 2-27 Gas Plant,Gilby,Alberta,211110,8.077
2020,Peyto Exploration and Development Corporation,Peyto Nosehill 11-21-055-20W5,,Alberta,211110,232.042
2021,Peyto Exploration and Development Corporation,Peyto Nosehill 11-21-055-20W5,N/A,Alberta,211110,272.7537
2020,Peyto Exploration and Development Corporation,Peyto Wildhay 04-21-055-23W5,,Alberta,211110,203.6673
2021,Peyto Exploration and Development Corporation,Peyto Wildhay 04-21-055-23W5,N/A,Alberta,211110,202.2622
2020,Taqa North Ltd.,TAQA NORTH Laprise Creek B-040-E/094-H-05,Peace River B,British Columbia,211110,119.31384
2021,Zargon Oil and Gas Ltd.,TAQA LAPRISE B-40-E/94-H-5,Calgary,Alberta,211110,119.29173
2020,Pine Cliff Energy Ltd.,Huxley South Battery 12-22-034-24W4M,,Alberta,211110,14.1242
2020,Lynx Energy ULC,Penhold Central Battery 15-29,PENHOLD C,Alberta,211110,41.7423
2021,Lynx Energy ULC,Penhold Central Battery 15-29,Penhold C,Alberta,211110,39.8865
2020,Lynx Energy ULC,Twining Battery 09-33,TWINING,Alberta,211110,32.2053
2021,Lynx Energy ULC,Twining Battery 09-33,Twining,Alberta,211110,30.6024
2020,Response Energy Corp.,Morinville OB 6-32-55-25W4,MORINVILLE,Alberta,211110,0.47
2021,Response Energy Corp.,Morinville OB 6-32-55-25W4,Morinville,Alberta,211110,0.39299999999999996
2020,Taqa North Ltd.,Pembina Blue Rapids 04-08-047-09W5,PEMBINA,Alberta,211110,12.187678
2020,Taqa North Ltd.,FEERIER_COMP_STN (7-11),,Alberta,211110,28.559437
2021,Taqa North Ltd.,FEERIER_COMP_STN (7-11),N/A,Alberta,211110,5.368928
2020,Aecon Transportation West,P-08,THORPE PIT,Alberta,324121,7.8547
2021,Aecon Transportation West,P-08,Pincher Creek SP#2 Site,Alberta,324121,7.0656
2020,Aecon Transportation West,P-09,VAAGE PIT,Alberta,324121,16.4514
2021,Aecon Transportation West,P-09,Waldron Pit,Alberta,324121,15.4037
2020,Canlin Energy Corporation,Suncor Energy Inc CS 07-29,,Alberta,211110,87.408
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Lynx,CALGARY,Alberta,211110,43.852
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Lynx,Calgary,Alberta,211110,26.6631
2020,Repsol Oil & Gas Canada Inc.,Oldman 11-29 Compressor Station,,Alberta,211110,36.754
2020,TransCanada PipeLines Limited,CANDIAC,,Quebec,486210,35.087
2021,TransCanada PipeLines Limited,CANDIAC,n/a,Quebec,486210,36.50568
2021,Paramount Resources Ltd.,Karr Oil SWB 06-14-065-02W6,N/A,Alberta,211110,2.64121
2020,Paramount Resources Ltd.,Presley Gas Battery 03-29-059-19W5,,Alberta,211110,604.046
2021,Paramount Resources Ltd.,Presley Gas Battery 03-29-059-19W5,N/A,Alberta,211110,452.68373
2020,Spartan Delta Corp.,Inverness Oil Battery 04-29,,Alberta,211110,20.168
2021,Spartan Delta Corp.,Inverness Oil Battery 04-29,N/A,Alberta,211110,20.98356
2020,Doepker Industries Ltd.,Saskatoon Branch - 103rd St.,Saskatoon,Saskatchewan,336212,1.5
2021,Doepker Industries Ltd.,Saskatoon Branch - 103rd St.,Saskatoon,Saskatchewan,336212,1.5
2020,Lehigh Hanson Materials Ltd.,Villeneuve,VILLENEUVE,Alberta,212323,38.52
2021,Lehigh Hanson Materials Ltd.,Villeneuve,Villeneuve,Alberta,212323,21.708
2020,Lehigh Hanson Materials Ltd.,Cadomin Quarry,CADOMIN,Alberta,212315,1.426
2021,Lehigh Hanson Materials Ltd.,Cadomin Quarry,Cadomin,Alberta,212315,1.426
2021,Lafarge Canada Inc. - WEST,"Lafarge Canada Inc., Northwest Division, Lacombe Pit",Lacombe,Alberta,212323,20.3
2020,Canadian Natural Resources Limited,Cecil Sour Gas Plant 08-15-084-08W6,,Alberta,211110,14.218
2021,Canadian Natural Resources Limited,Cecil Sour Gas Plant 08-15-084-08W6,N/A,Alberta,211110,16.74
2020,Certus Oil and Gas Inc.,Certus 06-20-038-04-W5 Battery,CALGARY,Alberta,211110,41.89
2020,Steel Reef Infrastructure Corp.,Kisbey Sour Gas Plant 05-13,KISBEY,Saskatchewan,211110,20.8769
2021,Steel Reef Infrastructure Corp.,Kisbey Sour Gas Plant 05-13,Kisbey,Saskatchewan,211110,40.8729
2021,HWN Energy Ltd.,SOUTH KAYBOB 06-19,Whitecourt,Alberta,211110,64.8458
2020,Baytex Energy Ltd,Pembina Compressor Station 05-21-047-10W5,,Alberta,211110,48.097
2021,Baytex Energy Ltd,Pembina Compressor Station 05-21-047-10W5,N/A,Alberta,211110,82.32814
2020,Bonavista Energy Corporation,ORION S CAROLINE SUNDRE,,Alberta,211110,188.112
2021,Bonavista Energy Corporation,ORION S CAROLINE SUNDRE,SCA NOP N,Alberta,211110,167.295
2020,Canadian Natural Resources Limited,Steelman Oil Battery 09-28-003-04W2,,Saskatchewan,211110,4.435
2021,Canadian Natural Resources Limited,Steelman Oil Battery 09-28-003-04W2,N/A,Saskatchewan,211110,1.8992499999999999
2020,Canadian Natural Resources Limited,Mearon Gas Battery 10-19-094-12W6,,Alberta,211110,21.447
2020,Canadian Natural Resources Limited,Nipisi Sweet Gas Plant 12-30-072-04W5,,Alberta,211110,65.291
2021,Canadian Natural Resources Limited,Nipisi Sweet Gas Plant 12-30-072-04W5,N/A,Alberta,211110,68.65587
2020,Canadian Natural Resources Limited,Rigel Oil Battery A-014-A/094-A-15,,British Columbia,211110,0.235
2021,Canadian Natural Resources Limited,Rigel Oil Battery A-014-A/094-A-15,N/A,British Columbia,211110,0.32338
2020,Canadian Natural Resources Limited,Prespatou Comp Stn C-059-B (2),,British Columbia,211110,50.219
2021,Canadian Natural Resources Limited,Prespatou Comp Stn C-059-B (2),N/A,British Columbia,211110,43.45013
2020,XTO Energy Canada ULC,KAYBOB SOUR GAS PROCESSING PLANT 15-07-060-18 W5M,CALGARY,Alberta,211110,14.3532
2021,XTO Energy Canada ULC,KAYBOB SOUR GAS PROCESSING PLANT 15-07-060-18 W5M,Calgary,Alberta,211110,23.3231
2020,Husky Oil Operations Limited,Kakwa Comp Stn 01-06,,Alberta,211110,57.77332
2021,Cenovus Energy Inc.,KAKWA CS 01-06-063-05W6,N/A,Alberta,211110,42.58182
2020,Cenovus Energy Inc.,Pembina Comp Stn 01-17,,Alberta,211110,122.558
2021,Cenovus Energy Inc.,Pembina Comp Stn 01-17,N/A,Alberta,211110,188.42855
2020,Cenovus Energy Inc.,Wapiti Comp Stn 01-29,,Alberta,211110,31.996
2021,Cenovus Energy Inc.,Wapiti Comp Stn 01-29,N/A,Alberta,211110,34.49612
2020,Cenovus Energy Inc.,Willesden Green Oil Battery 01-31,,Alberta,211110,71.732
2021,Cenovus Energy Inc.,Willesden Green Oil Battery 01-31,N/A,Alberta,211110,85.48439
2020,Cenovus Energy Inc.,Berland River West Comp Station 02-05,,Alberta,211110,59.48
2021,Cenovus Energy Inc.,Berland River West Comp Station 02-05,N/A,Alberta,211110,50.61735
2020,Cenovus Energy Inc.,Drayton Valley Oil Battery 03-01,,Alberta,211110,40.546
2021,Cenovus Energy Inc.,Drayton Valley Oil Battery 03-01,N/A,Alberta,211110,41.26006
2020,Cenovus Energy Inc.,Elmworth Comp Stn 03-25,,Alberta,211110,52.19
2021,Cenovus Energy Inc.,Elmworth Comp Stn 03-25,N/A,Alberta,211110,52.04753
2020,Cenovus Energy Inc.,Wapiti Comp Stn 03-33,,Alberta,211110,33.479
2021,Cenovus Energy Inc.,Wapiti Comp Stn 03-33,N/A,Alberta,211110,34.71569
2020,Cenovus Energy Inc.,Elmworth Comp Stn 04-03,,Alberta,211110,31.132
2021,Cenovus Energy Inc.,Elmworth Comp Stn 04-03,N/A,Alberta,211110,34.49612
2020,ConocoPhillips Surmont Partnership,Surmont SAGD Commercial Battery,ANZAC,Alberta,211141,791.483
2021,ConocoPhillips Surmont Partnership,Surmont SAGD Commercial Battery,Anzac,Alberta,211141,1053.4496
2020,Cenovus Energy Inc.,Westpem Comp Stn 05-28,,Alberta,211110,47.031
2021,Cenovus Energy Inc.,Westpem Comp Stn 05-28,N/A,Alberta,211110,41.58907
2020,Cenovus Energy Inc.,Wapiti Comp Stn 06-02,,Alberta,211110,38.393
2021,Cenovus Energy Inc.,Wapiti Comp Stn 06-02,N/A,Alberta,211110,40.26127
2020,Canadian Natural Resources Limited,Cessford Compressor Station 06-13-024-11W4,,Alberta,211110,28.492
2021,Canadian Natural Resources Limited,Cessford Compressor Station 06-13-024-11W4,N/A,Alberta,211110,28.41396
2021,NuVista Energy Ltd.,Wembley Comp Station 06-21,N/A,Alberta,211110,107.48807
2020,Cenovus Energy Inc.,Pembina Comp Stn 06-27,,Alberta,211110,24.663
2021,Cenovus Energy Inc.,Pembina Comp Stn 06-27,N/A,Alberta,211110,21.55785
2020,Cenovus Energy Inc.,Wapiti Comp Stn 06-32,,Alberta,211110,20.929
2021,Cenovus Energy Inc.,Wapiti Comp Stn 06-32,N/A,Alberta,211110,66.13486
2020,Cenovus Energy Inc.,Wapiti Comp Stn 07-08,,Alberta,211110,21.866
2021,Cenovus Energy Inc.,Wapiti Comp Stn 07-08,N/A,Alberta,211110,24.13497
2020,Boulder Energy Ltd.,Brazeau CS 07-24-047-15W5,CYNTHIA,Alberta,211110,168.726
2020,Cenovus Energy Inc.,Kakwa Comp Station 07-31,,Alberta,211110,78.417
2021,Cenovus Energy Inc.,Kakwa Comp Station 07-31,N/A,Alberta,211110,73.29243
2020,Cenovus Energy Inc.,Berland River West Comp Stn 09-05,,Alberta,211110,85.842
2021,Cenovus Energy Inc.,Berland River West Comp Stn 09-05,N/A,Alberta,211110,56.82647
2020,Cenovus Energy Inc.,Goodfare Comp Stn 09-05,,Alberta,211110,33.103
2021,Cenovus Energy Inc.,Goodfare Comp Stn 09-05 (NPRI),N/A,Alberta,211110,33.48153
2020,Cenovus Energy Inc.,Red Rock Comp Stn 10-33,,Alberta,211110,18.276
2021,Cenovus Energy Inc.,Red Rock Comp Stn 10-33 (NPRI),N/A,Alberta,211110,18.59831
2020,Cenovus Energy Inc.,Cutbank Comp Stn 10-36,,Alberta,211110,35.398
2021,Cenovus Energy Inc.,Cutbank Comp Stn 10-36,N/A,Alberta,211110,47.09488
2020,Cenovus Energy Inc.,Wapiti Comp Stn 11-18-066-10W6,,Alberta,211110,67.19
2021,Cenovus Energy Inc.,Wapiti Comp Stn 11-18-066-10W6,N/A,Alberta,211110,67.00689
2020,Cenovus Energy Inc.,Wapiti Comp Stn 11-18-066-11W6,,Alberta,211110,33.899
2021,Cenovus Energy Inc.,Wapiti Comp Stn 11-18-066-11W6,N/A,Alberta,211110,34.49612
2020,Cenovus Energy Inc.,Gilby Comp Stn 14-17,,Alberta,211110,25.821
2021,Cenovus Energy Inc.,Gilby Comp Stn 14-17,N/A,Alberta,211110,22.81887
2020,Cenovus Energy Inc.,Elmworth Oil Battery 14-32,,Alberta,211110,0.26799999999999996
2020,Cenovus Energy Inc.,Elmworth Comp Station 15-15,,Alberta,211110,23.305
2021,Cenovus Energy Inc.,Elmworth Comp Station 15-15,N/A,Alberta,211110,23.24124
2020,Cenovus Energy Inc.,Station F Comp Station 16-09,,Alberta,211110,39.91
2021,Cenovus Energy Inc.,Station F Comp Station 16-09,N/A,Alberta,211110,44.19339
2020,Cenovus Energy Inc.,Red Rock Comp Stn 16-33,,Alberta,211110,36.095
2021,Cenovus Energy Inc.,Red Rock Comp Stn 16-33,N/A,Alberta,211110,35.99663
2020,Canadian Natural Resources Limited,(Gutah) Comp Stn a-098-L,,British Columbia,211110,29.538
2021,Canadian Natural Resources Limited,(Gutah) Comp Stn a-098-L,N/A,British Columbia,211110,30.80346
2020,Canadian Natural Resources Limited,(Gutah) Comp Stn d-100-E,,British Columbia,211110,39.965
2020,Ember Resources Inc.,South Buffalo 04-07-040-19W4,STETTLER,Alberta,211110,62.45
2021,Ember Resources Inc.,South Buffalo 04-07-040-19W4,Stettler,Alberta,211110,91.68
2020,Steel Reef Infrastructure Corp.,Glen Ewen Sour Gas Plant 05-14,GLEN EWEN,Saskatchewan,211110,37.8144
2021,Steel Reef Infrastructure Corp.,Glen Ewen Sour Gas Plant 05-14,Glen Ewen,Saskatchewan,211110,96.0748
2021,Gear Energy Ltd.,Wildmere 09-36-049-05 W4M,Wildmere,Alberta,211110,20.8833
2020,Canadian Natural Resources Limited,Wimborne Gas Battery 02-16-034-26W4,,Alberta,211110,47.444
2021,Canadian Natural Resources Limited,Wimborne Gas Battery 02-16-034-26W4,N/A,Alberta,211110,47.52035
2020,Canadian Natural Resources Limited,Jackfish 1 10-28-075-06 W4M,,Alberta,211141,510.522
2021,Canadian Natural Resources Limited,Jackfish 1 10-28-075-06 W4M,N/A,Alberta,211141,528.4903
2020,Jupiter Resources Inc.,Kakwa Gas Processing 01-35-060-05W6,CALGARY,Alberta,211110,70.3976
2021,Tourmaline Oil Corp,Kakwa Gas Processing 01-35-060-05W6,Calgary,Alberta,211110,75.5642
2020,Bonavista Energy Corporation,Wilson Ck 03-13-042-04 W5 Gs,,Alberta,211110,21.194
2021,Bonavista Energy Corporation,Wilson Ck 03-13-042-04 W5 Gs,WILSONCR,Alberta,211110,24.091
2020,Ember Resources Inc.,Entice Sweet Gas Plant 05-31,CALGARY,Alberta,211110,30.46
2021,Ember Resources Inc.,Entice Sweet Gas Plant 05-31,Calgary,Alberta,211110,28.58
2020,Lynx Energy ULC,Redland Comp Stn 08-33,,Alberta,211110,29.9458
2021,Lynx Energy ULC,Redland Comp Stn 08-33,N/A,Alberta,211110,26.2175
2020,Ovintiv Canada ULC,BISSETTE Compressor Station a-029-H/093-P-09 (F7452),,British Columbia,211110,76.525
2021,Ovintiv Canada ULC,Hythe Comp Stn a-029-H,Dawson Creek,British Columbia,211110,74.05
2020,Ovintiv Canada ULC,BISSETTE Compressor Station D-019-H/093-P-09 (F7599),,British Columbia,211110,75.486
2021,Ovintiv Canada ULC,Hythe Comp Stn D-019-H,Dawson Creek,British Columbia,211110,74.541
2020,Ovintiv Canada ULC,BISSETTE Compressor Station D-033-I/093-P-08 (F7600),,British Columbia,211110,109.862
2021,Ovintiv Canada ULC,Hythe Comp Stn D-033-I,Dawson Creek,British Columbia,211110,121.124
2020,Strathcona Resources Ltd.,Lator 02-06-063-02W6,LATOR,Alberta,211110,29.77082
2021,Strathcona Resources Ltd.,Lator 02-06-063-02W6,Calgary,Alberta,211110,32.2911
2020,HARVEST OPERATIONS CORP.,PCP PROVOST BTY 9-7,,Alberta,211110,0.6659999999999999
2021,HARVEST OPERATIONS CORP.,PCP PROVOST BTY 9-7,na,Alberta,211110,0.703
2020,MEG Energy Corp.,MEG Christina Lake Regional Project,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,211141,421.594
2021,MEG Energy Corp.,MEG Christina Lake Regional Project,Regional Municipality of Wood Buffalo,Alberta,211141,521.91
2020,CNOOC Petroleum North America ULC,Long Lake,ANZAC,Alberta,211141,1671.455
2021,CNOOC Petroleum North America ULC,Long Lake,Anzac,Alberta,211141,1731.615
2020,Karve Energy Inc.,01-24-035-02 GAS GATHERING SYSTEM,,,211110,57.14
2021,Karve Energy Inc.,01-24-035-02 GAS GATHERING SYSTEM,Provost,Alberta,211110,53.4137
2020,Obsidian Energy Ltd.,Pembalta #8 Sour Gas Plant 05-05,,Alberta,211110,33.403
2021,Obsidian Energy Ltd.,Pembalta #8 Sour Gas Plant 05-05,Calgary,Alberta,211110,300.734
2020,Crescent Point Energy Corp.,Butte West Oil MWB 7-29,,Saskatchewan,211110,0.34299999999999997
2020,Kelt Exploration,Utikuma Oil Battery 10-23-078-08W6,,Alberta,211110,44.359
2021,Kelt Exploration,Kelt Utikuma 10-23 Pro-Battery,N/A,Alberta,211110,21.87751
2021,Cardinal Energy Ltd.,Mitsue GP 11-07-70-03W5,St. Albert,Alberta,211110,31.17629
2020,Journey Energy Inc.,Genesee 05-30-049-03 W5,GENESEE,Alberta,211110,17.2321
2021,Journey Energy Inc.,Genesee 05-30-049-03 W5,Calgary,Alberta,211110,16.4722
2021,West Lake Energy Corp,WLE Metiskow 05-34-39-04W4,N/A,Alberta,211110,0.42479999999999996
2020,Surge Energy Inc.,Sawn Lake Battery 12-29-091-12W5,,Alberta,211110,51.2443
2021,Surge Energy Inc.,Sawn Lake Battery 12-29-091-12W5,N/A,Alberta,211110,25.199756
2021,Obsidian Energy Ltd.,Seal Bitumen Battery 13-08,N/A,Alberta,211110,3.803
2020,Obsidian Energy Ltd.,Willesden Green Sweet Gas Plant 14-01,,Alberta,211110,313.571
2021,Obsidian Energy Ltd.,Willesden Green Sweet Gas Plant 14-01,Calgary,Alberta,211110,488.8453
2020,Modern Resources Inc.,Lynx 01-24-060-08 W6M,LYNX,Alberta,211110,170.6215
2021,Tourmaline Oil Corp,Lynx 01-24-060-08 W6M,Calgary,Alberta,211110,214.6951
2020,Osum Production Corp.,Orion Facilities,NO PHYSICAL ADDRESS,Alberta,211141,326.788
2021,Strathcona Resources Ltd.,Orion Facilities,no physical address,Alberta,211141,319.952
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Jumping Pound 5-7 Well site compressor,CALGARY,Alberta,211110,34.66554
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Jumping Pound 5-7 Well site compressor,Calgary,Alberta,211110,23.73
2020,Tourmaline Oil Corp, Tourmaline Chin/09-29 Ggs ,CALGARY,Alberta,211110,52.333
2021,Tourmaline Oil Corp,Tourmaline Chin/09-29 Ggs,Calgary,Alberta,211110,83.0788
2020,Signalta Resources Ltd.,Medicine Hat Ran Redcliff 8-7,MEDICINE HAT,Alberta,211110,63.791
2021,Signalta Resources Ltd.,Medicine Hat Ran Redcliff 8-7,Medicine Hat,Alberta,211110,20.911
2020,Ember Resources Inc.,06-34-035-19W4 Fenn Big Valley,FENN BIG VALLEY,Alberta,211110,29.51
2021,Ember Resources Inc.,06-34-035-19W4 Fenn Big Valley,Fenn Big Valley,Alberta,211110,30.84
2020,Canlin Energy Corporation,CHUNGO 08-24 Compressor,,Alberta,211110,209.737
2021,Canlin Energy Corporation,CHUNGO 08-24 Compressor,na,Alberta,211110,210.131
2020,Repsol Oil & Gas Canada Inc.,Edgerton Oil Battery 01-29,,Alberta,211110,0.881
2020,PIERIDAE ALBERTA PRODUCTION LTD.,Palliser,MUNICIPAL DISTRICT OF GREENVIEW NO.16,Alberta,211110,206.389
2021,PIERIDAE ALBERTA PRODUCTION LTD.,Palliser,Calgary,Alberta,211110,303.7869
2020,TransCanada PipeLines Limited,GADSBY,,Alberta,486210,161.096
2021,TransCanada PipeLines Limited,GADSBY,N/A,Alberta,486210,149.80828
2020,TransCanada PipeLines Limited,BUFFALO CREEK NORTH,,Alberta,486210,24.823
2021,TransCanada PipeLines Limited,BUFFALO CREEK NORTH,N/A,Alberta,486210,89.51724
2020,Velvet Energy Ltd.,Vero Edson Sweet Gas Plant 12-15-053-15W5,,Alberta,211110,329.713
2021,Westbrick Energy Ltd (1),Vero Edson Sweet Gas Plant 12-15-053-15W5,N/A,Alberta,211110,42.28
2020,Canadian Natural Resources Limited,Cecilia Sweet Gas Plant 14-36-057-23W5,,Alberta,211110,614.375
2021,Canadian Natural Resources Limited,Cecilia Sweet Gas Plant 14-36-057-23W5,N/A,Alberta,211110,557.53729
2020,Canadian Natural Resources Limited,Foisy Compressor Station 04-30-056-11W4,,Alberta,211110,65.244
2020,Canadian Natural Resources Limited,Brintnell South Power Generation Plant 13-01-081-23W4,,Alberta,211110,35.253
2021,Canadian Natural Resources Limited,Brintnell South Power Generation Plant 13-01-081-23W4,N/A,Alberta,211110,35.69646
2020,Tidewater Midstream and Infrastructure Ltd.,Slave Lake Sour Gas Plant 09-15,,Alberta,211110,10.1623
2021,Tidewater Midstream and Infrastructure Ltd.,Slave Lake Sour Gas Plant 09-15,N/A,Alberta,211110,23.817924
2020,Vermilion Energy Inc.,SKBTB4L0275,,Saskatchewan,211110,0.5449999999999999
2020,Vermilion Energy Inc.,SKBTB4M0505,,Saskatchewan,211110,2.198
2021,Vermilion Energy Inc.,Lougheed Sour Gas Plant 11-12-006-15W2,NA,Saskatchewan,211110,4.29
2020,Long Run Exploration Ltd,LRE - Eaglesham 01-25,,Alberta,211110,2.0669
2021,Long Run Exploration Ltd,LRE - Eaglesham 01-25,N/A,Alberta,211110,18.121
2020,Long Run Exploration Ltd,LRE - Donnelly Gas Plant 06-01,,Alberta,211110,23.761
2021,Long Run Exploration Ltd,LRE - Donnelly Gas Plant 06-01,N/A,Alberta,211110,39.9163
2020,Long Run Exploration Ltd,LRE - Alexis 03-36,,Alberta,211110,18.515
2021,Long Run Exploration Ltd,LRE - Alexis 03-36,N/A,Alberta,211110,20.9524
2020,Long Run Exploration Ltd,LRE - Kakut Gas Plant 14-12,,Alberta,211110,5.8905
2021,Long Run Exploration Ltd,LRE - Kakut Gas Plant 14-12,N/A,Alberta,211110,25.8746
2020,Canlin Energy Corporation,Wolverine Battery (C-52-A/93-P-3),,British Columbia,211110,1.187
2020,Aduro Resources Ltd.,Aduro Monias 05-31-81-21W6,MONIAS,British Columbia,211110,181.1927
2021,Aduro Resources Ltd.,Aduro Monias 05-31-81-21W6,Monias,British Columbia,211110,151.46095
2020,Surge Energy Inc.,Surge Nevis 06-19-038-22W4,,Alberta,211110,15.189
